ASFIS_species,scientific_name,pooled_commodity,ISSCAAP_group,ISSCAAP_division,exvessel_estimated
New Zealand scallop,Pecten novaezelandiae,Scallops,"Scallops, pectens",MOLLUSCS,1
Pacific calico scallop,Argopecten ventricosus,Scallops,"Scallops, pectens",MOLLUSCS,1
Patagonian scallop,Zygochlamys patagonica,Scallops,"Scallops, pectens",MOLLUSCS,1
Peruvian calico scallop,Argopecten purpuratus,Scallops,"Scallops, pectens",MOLLUSCS,1
Queen scallop,Aequipecten opercularis,Scallops,"Scallops, pectens",MOLLUSCS,1
Scallops nei,Pectinidae,Scallops,"Scallops, pectens",MOLLUSCS,1
Weathervane scallop,Patinopecten caurinus,Scallops,"Scallops, pectens",MOLLUSCS,1
Yesso scallop,Patinopecten yessoensis,Scallops,"Scallops, pectens",MOLLUSCS,1
Cephalopods nei,Cephalopoda,Cephalopods,"Squids, cuttlefishes, octopuses",MOLLUSCS,1
Pharaoh cuttlefish,Sepia pharaonis,Cuttlefishes,"Squids, cuttlefishes, octopuses",MOLLUSCS,1
Common cuttlefish,Sepia officinalis,"Cuttlefishes (Sepia off., Rossia macrosoma, Sepiola rondeleti)","Squids, cuttlefishes, octopuses",MOLLUSCS,1
"Cuttlefish, bobtail squids nei","Sepiidae, Sepiolidae",Cuttlefishes and squids,"Squids, cuttlefishes, octopuses",MOLLUSCS,1
Antarctic octopuses,Pareledone spp,Octopus,"Squids, cuttlefishes, octopuses",MOLLUSCS,1
Common octopus,Octopus vulgaris,Octopus,"Squids, cuttlefishes, octopuses",MOLLUSCS,1
Horned and musky octopuses,Eledone spp,Octopus,"Squids, cuttlefishes, octopuses",MOLLUSCS,1
Horned octopus,Eledone cirrhosa,Octopus,"Squids, cuttlefishes, octopuses",MOLLUSCS,1
Mexican four-eyed octopus,Octopus maya,Octopus,"Squids, cuttlefishes, octopuses",MOLLUSCS,1
Musky octopus,Eledone moschata,Octopus,"Squids, cuttlefishes, octopuses",MOLLUSCS,1
"Octopuses, etc. nei",Octopodidae,Octopus,"Squids, cuttlefishes, octopuses",MOLLUSCS,1
Antarctic flying squid,Todarodes filippovae,Squids,"Squids, cuttlefishes, octopuses",MOLLUSCS,1
Bigfin reef squid,Sepioteuthis lessoniana,Squids,"Squids, cuttlefishes, octopuses",MOLLUSCS,1
European flying squid,Todarodes sagittatus,Squids,"Squids, cuttlefishes, octopuses",MOLLUSCS,1
Gonate squids nei,Gonatidae,Squids,"Squids, cuttlefishes, octopuses",MOLLUSCS,1
Greater hooked squid,Onykia ingens,Squids,"Squids, cuttlefishes, octopuses",MOLLUSCS,1
Japanese flying squid,Todarodes pacificus,Squids,"Squids, cuttlefishes, octopuses",MOLLUSCS,1
Jumbo flying squid,Dosidicus gigas,Squids,"Squids, cuttlefishes, octopuses",MOLLUSCS,1
Neon flying squid,Ommastrephes bartrami,Squids,"Squids, cuttlefishes, octopuses",MOLLUSCS,1
Robust clubhook squid,Onykia robusta,Squids,"Squids, cuttlefishes, octopuses",MOLLUSCS,1
Schoolmaster gonate squid,Berryteuthis magister,Squids,"Squids, cuttlefishes, octopuses",MOLLUSCS,1
Sevenstar flying squid,Martialia hyadesi,Squids,"Squids, cuttlefishes, octopuses",MOLLUSCS,1
Various squids nei,"Loliginidae, Ommastrephidae",Squids,"Squids, cuttlefishes, octopuses",MOLLUSCS,1
Wellington flying squid,Nototodarus sloanii,Squids,"Squids, cuttlefishes, octopuses",MOLLUSCS,1
Argentine shortfin squid,Illex argentinus,Squids (Illex spp.),"Squids, cuttlefishes, octopuses",MOLLUSCS,1
Broadtail shortfin squid,Illex coindetii,Squids (Illex spp.),"Squids, cuttlefishes, octopuses",MOLLUSCS,1
Northern shortfin squid,Illex illecebrosus,Squids (Illex spp.),"Squids, cuttlefishes, octopuses",MOLLUSCS,1
Cape Hope squid,Loligo reynaudii,"Squids (Ommastrephes sagittatus, Loligo spp.)","Squids, cuttlefishes, octopuses",MOLLUSCS,1
Common squids nei,Loligo spp,"Squids (Ommastrephes sagittatus, Loligo spp.)","Squids, cuttlefishes, octopuses",MOLLUSCS,1
European squid,Loligo vulgaris,"Squids (Ommastrephes sagittatus, Loligo spp.)","Squids, cuttlefishes, octopuses",MOLLUSCS,1
Indian squid,Loligo duvauceli,"Squids (Ommastrephes sagittatus, Loligo spp.)","Squids, cuttlefishes, octopuses",MOLLUSCS,1
Longfin squid,Loligo pealeii,"Squids (Ommastrephes sagittatus, Loligo spp.)","Squids, cuttlefishes, octopuses",MOLLUSCS,1
Opalescent inshore squid,Loligo opalescens,"Squids (Ommastrephes sagittatus, Loligo spp.)","Squids, cuttlefishes, octopuses",MOLLUSCS,1
Patagonian squid,Loligo gahi,"Squids (Ommastrephes sagittatus, Loligo spp.)","Squids, cuttlefishes, octopuses",MOLLUSCS,1
Veined squid,Loligo forbesi,"Squids (Ommastrephes sagittatus, Loligo spp.)","Squids, cuttlefishes, octopuses",MOLLUSCS,1
Amazonian manatee,Trichechus inunguis,Aquatic mammals,Miscellaneous aquatic mammals,AQUATIC MAMMALS,0
Aquatic mammals nei,Mammalia,Aquatic mammals,Miscellaneous aquatic mammals,AQUATIC MAMMALS,0
Atlantic spotted dolphin,Stenella frontalis,Aquatic mammals,Miscellaneous aquatic mammals,AQUATIC MAMMALS,0
Atlantic white-sided dolphin,Lagenorhynchus acutus,Aquatic mammals,Miscellaneous aquatic mammals,AQUATIC MAMMALS,0
Australian snubfin dolphin,Orcaella heinsohni,Aquatic mammals,Miscellaneous aquatic mammals,AQUATIC MAMMALS,0
Baikal seal,Pusa sibirica,Aquatic mammals,Miscellaneous aquatic mammals,AQUATIC MAMMALS,0
Baird's beaked whale,Berardius bairdii,Aquatic mammals,Miscellaneous aquatic mammals,AQUATIC MAMMALS,0
Baleen whales nei,Mysticeti spp,Aquatic mammals,Miscellaneous aquatic mammals,AQUATIC MAMMALS,0
Beaked whales nei,Hyperoodontidae spp,Aquatic mammals,Miscellaneous aquatic mammals,AQUATIC MAMMALS,0
Bearded seal,Erignathus barbatus,Aquatic mammals,Miscellaneous aquatic mammals,AQUATIC MAMMALS,0
Blainville's beaked whale,Mesoplodon densirostris,Aquatic mammals,Miscellaneous aquatic mammals,AQUATIC MAMMALS,0
Blue whale,Balaenoptera musculus,Aquatic mammals,Miscellaneous aquatic mammals,AQUATIC MAMMALS,0
Boto,Inia geoffrensis,Aquatic mammals,Miscellaneous aquatic mammals,AQUATIC MAMMALS,0
Bottlenose dolphin,Tursiops truncatus,Aquatic mammals,Miscellaneous aquatic mammals,AQUATIC MAMMALS,0
Bowhead whale,Balaena mysticetus,Aquatic mammals,Miscellaneous aquatic mammals,AQUATIC MAMMALS,0
Bryde's whale,Balaenoptera brydei,Aquatic mammals,Miscellaneous aquatic mammals,AQUATIC MAMMALS,0
Burmeister's porpoise,Phocoena spinipinnis,Aquatic mammals,Miscellaneous aquatic mammals,AQUATIC MAMMALS,0
Caspian seal,Pusa caspica,Aquatic mammals,Miscellaneous aquatic mammals,AQUATIC MAMMALS,0
Clymene dolphin,Stenella clymene,Aquatic mammals,Miscellaneous aquatic mammals,AQUATIC MAMMALS,0
Commerson's dolphin,Cephalorhynchus commersonii,Aquatic mammals,Miscellaneous aquatic mammals,AQUATIC MAMMALS,0
Common dolphin,Delphinus delphis,Aquatic mammals,Miscellaneous aquatic mammals,AQUATIC MAMMALS,0
Cuvier's beaked whale,Ziphius cavirostris,Aquatic mammals,Miscellaneous aquatic mammals,AQUATIC MAMMALS,0
Dall's porpoise,Phocoenoides dalli,Aquatic mammals,Miscellaneous aquatic mammals,AQUATIC MAMMALS,0
Dolphins nei,Delphinidae spp,Aquatic mammals,Miscellaneous aquatic mammals,AQUATIC MAMMALS,0
Dusky dolphin,Lagenorhynchus obscurus,Aquatic mammals,Miscellaneous aquatic mammals,AQUATIC MAMMALS,0
Dwarf sperm whale,Kogia sima,Aquatic mammals,Miscellaneous aquatic mammals,AQUATIC MAMMALS,0
False killer whale,Pseudorca crassidens,Aquatic mammals,Miscellaneous aquatic mammals,AQUATIC MAMMALS,0
Fin whale,Balaenoptera physalus,Aquatic mammals,Miscellaneous aquatic mammals,AQUATIC MAMMALS,0
Finless porpoise,Neophocaena phocaenoides,Aquatic mammals,Miscellaneous aquatic mammals,AQUATIC MAMMALS,0
Franciscana,Pontoporia blainvillei,Aquatic mammals,Miscellaneous aquatic mammals,AQUATIC MAMMALS,0
Gervais' beaked whale,Mesoplodon europaeus,Aquatic mammals,Miscellaneous aquatic mammals,AQUATIC MAMMALS,0
Gray whale,Eschrichtius robustus,Aquatic mammals,Miscellaneous aquatic mammals,AQUATIC MAMMALS,0
Grey seal,Halichoerus grypus,Aquatic mammals,Miscellaneous aquatic mammals,AQUATIC MAMMALS,0
Guyana dolphin,Sotalia guianensis,Aquatic mammals,Miscellaneous aquatic mammals,AQUATIC MAMMALS,0
Harbour porpoise,Phocoena phocoena,Aquatic mammals,Miscellaneous aquatic mammals,AQUATIC MAMMALS,0
Harbour seal,Phoca vitulina,Aquatic mammals,Miscellaneous aquatic mammals,AQUATIC MAMMALS,0
Harp seal,Pagophilus groenlandicus,Aquatic mammals,Miscellaneous aquatic mammals,AQUATIC MAMMALS,0
Hector's dolphin,Cephalorhynchus hectori,Aquatic mammals,Miscellaneous aquatic mammals,AQUATIC MAMMALS,0
Hooded seal,Cystophora cristata,Aquatic mammals,Miscellaneous aquatic mammals,AQUATIC MAMMALS,0
Humpback whale,Megaptera novaeangliae,Aquatic mammals,Miscellaneous aquatic mammals,AQUATIC MAMMALS,0
Indo-Pac. hump-backed dolphin,Sousa chinensis,Aquatic mammals,Miscellaneous aquatic mammals,AQUATIC MAMMALS,0
Indo-Pacif. bottlenose dolphin,Tursiops aduncus,Aquatic mammals,Miscellaneous aquatic mammals,AQUATIC MAMMALS,0
Irrawaddy dolphin,Orcaella brevirostris,Aquatic mammals,Miscellaneous aquatic mammals,AQUATIC MAMMALS,0
Killer whale,Orcinus orca,Aquatic mammals,Miscellaneous aquatic mammals,AQUATIC MAMMALS,0
Larga seal,Phoca largha,Aquatic mammals,Miscellaneous aquatic mammals,AQUATIC MAMMALS,0
Leopard seal,Hydrurga leptonyx,Aquatic mammals,Miscellaneous aquatic mammals,AQUATIC MAMMALS,0
Long-beaked common dolphin,Delphinus capensis,Aquatic mammals,Miscellaneous aquatic mammals,AQUATIC MAMMALS,0
Long-finned pilot whale,Globicephala melas,Aquatic mammals,Miscellaneous aquatic mammals,AQUATIC MAMMALS,0
Melon-headed whale,Peponocephala electra,Aquatic mammals,Miscellaneous aquatic mammals,AQUATIC MAMMALS,0
Minke whale,Balaenoptera acutorostrata,Aquatic mammals,Miscellaneous aquatic mammals,AQUATIC MAMMALS,0
Narwhal,Monodon monoceros,Aquatic mammals,Miscellaneous aquatic mammals,AQUATIC MAMMALS,0
New Zealand fur seal,Arctocephalus forsteri,Aquatic mammals,Miscellaneous aquatic mammals,AQUATIC MAMMALS,0
New Zealand sea lion,Phocarctos hookeri,Aquatic mammals,Miscellaneous aquatic mammals,AQUATIC MAMMALS,0
Northern bottlenose whale,Hyperoodon ampullatus,Aquatic mammals,Miscellaneous aquatic mammals,AQUATIC MAMMALS,0
Northern fur seal,Callorhinus ursinus,Aquatic mammals,Miscellaneous aquatic mammals,AQUATIC MAMMALS,0
Northern right whale,Eubalaena glacialis,Aquatic mammals,Miscellaneous aquatic mammals,AQUATIC MAMMALS,0
Northern right whale dolphin,Lissodelphis borealis,Aquatic mammals,Miscellaneous aquatic mammals,AQUATIC MAMMALS,0
Pacific white-sided dolphin,Lagenorhynchus obliquidens,Aquatic mammals,Miscellaneous aquatic mammals,AQUATIC MAMMALS,0
Pantropical spotted dolphin,Stenella attenuata,Aquatic mammals,Miscellaneous aquatic mammals,AQUATIC MAMMALS,0
Peale's dolphin,Lagenorhynchus australis,Aquatic mammals,Miscellaneous aquatic mammals,AQUATIC MAMMALS,0
Pilot whales nei,Globicephala,Aquatic mammals,Miscellaneous aquatic mammals,AQUATIC MAMMALS,0
Pygmy sperm whale,Kogia breviceps,Aquatic mammals,Miscellaneous aquatic mammals,AQUATIC MAMMALS,0
Ribbon seal,Histriophoca fasciata,Aquatic mammals,Miscellaneous aquatic mammals,AQUATIC MAMMALS,0
Ringed seal,Pusa hispida,Aquatic mammals,Miscellaneous aquatic mammals,AQUATIC MAMMALS,0
Risso's dolphin,Grampus griseus,Aquatic mammals,Miscellaneous aquatic mammals,AQUATIC MAMMALS,0
Rough-toothed dolphin,Steno bredanensis,Aquatic mammals,Miscellaneous aquatic mammals,AQUATIC MAMMALS,0
Seals nei,Phocidae spp,Aquatic mammals,Miscellaneous aquatic mammals,AQUATIC MAMMALS,0
Sei whale,Balaenoptera borealis,Aquatic mammals,Miscellaneous aquatic mammals,AQUATIC MAMMALS,0
Short-finned pilot whale,Globicephala macrorhynchus,Aquatic mammals,Miscellaneous aquatic mammals,AQUATIC MAMMALS,0
South African fur seal,Arctocephalus pusillus,Aquatic mammals,Miscellaneous aquatic mammals,AQUATIC MAMMALS,0
South American fur seal,Arctocephalus australis,Aquatic mammals,Miscellaneous aquatic mammals,AQUATIC MAMMALS,0
South American sea lion,Otaria flavescens,Aquatic mammals,Miscellaneous aquatic mammals,AQUATIC MAMMALS,0
Southern right whale,Eubalaena australis,Aquatic mammals,Miscellaneous aquatic mammals,AQUATIC MAMMALS,0
Sowerby's beaked whale,Mesoplodon bidens,Aquatic mammals,Miscellaneous aquatic mammals,AQUATIC MAMMALS,0
Spectacled porpoise,Phocoena dioptrica,Aquatic mammals,Miscellaneous aquatic mammals,AQUATIC MAMMALS,0
Sperm whale,Physeter macrocephalus,Aquatic mammals,Miscellaneous aquatic mammals,AQUATIC MAMMALS,0
Spinner dolphin,Stenella longirostris,Aquatic mammals,Miscellaneous aquatic mammals,AQUATIC MAMMALS,0
Spotted dolphins nei,Stenella frontalis,Aquatic mammals,Miscellaneous aquatic mammals,AQUATIC MAMMALS,0
Stejneger's beaked whale,Mesoplodon stejnegeri,Aquatic mammals,Miscellaneous aquatic mammals,AQUATIC MAMMALS,0
Steller sea lion,Eumetopias jubatus,Aquatic mammals,Miscellaneous aquatic mammals,AQUATIC MAMMALS,0
Strap-toothed whale,Mesoplodon layardii,Aquatic mammals,Miscellaneous aquatic mammals,AQUATIC MAMMALS,0
Striped dolphin,Stenella coeruleoalba,Aquatic mammals,Miscellaneous aquatic mammals,AQUATIC MAMMALS,0
Toothed whales nei,Odontoceti spp,Aquatic mammals,Miscellaneous aquatic mammals,AQUATIC MAMMALS,0
Tucuxi,Sotalia fluviatilis,Aquatic mammals,Miscellaneous aquatic mammals,AQUATIC MAMMALS,0
Vaquita,Phocoena sinus,Aquatic mammals,Miscellaneous aquatic mammals,AQUATIC MAMMALS,0
Walrus,Odobenus rosmarus,Aquatic mammals,Miscellaneous aquatic mammals,AQUATIC MAMMALS,0
White whale,Delphinapterus leucas,Aquatic mammals,Miscellaneous aquatic mammals,AQUATIC MAMMALS,0
White-beaked dolphin,Lagenorhynchus albirostris,Aquatic mammals,Miscellaneous aquatic mammals,AQUATIC MAMMALS,0
[Lessonia spp],Lessonia spp,Aquatic plants,Brown seaweeds,AQUATIC PLANTS,0
[Lessonia trabeculata],Lessonia trabeculata,Aquatic plants,Brown seaweeds,AQUATIC PLANTS,0
Brown seaweeds,Phaeophyceae,Aquatic plants,Brown seaweeds,AQUATIC PLANTS,0
Bull kelp,Durvillaea antarctica,Aquatic plants,Brown seaweeds,AQUATIC PLANTS,0
Chilean kelp,Lessonia nigrescens,Aquatic plants,Brown seaweeds,AQUATIC PLANTS,0
Golden Cystoseira,Cystoseira barbata,Aquatic plants,Brown seaweeds,AQUATIC PLANTS,0
Japanese kelp,Laminaria japonica,Aquatic plants,Brown seaweeds,AQUATIC PLANTS,0
Kelp nei,Phaeophyceae,Aquatic plants,Brown seaweeds,AQUATIC PLANTS,0
North Atlantic rockweed,Ascophyllum nodosum,Aquatic plants,Brown seaweeds,AQUATIC PLANTS,0
North European kelp,Laminaria hyperborea,Aquatic plants,Brown seaweeds,AQUATIC PLANTS,0
Tangle,Laminaria digitata,Aquatic plants,Brown seaweeds,AQUATIC PLANTS,0
Wakame,Undaria pinnatifida,Aquatic plants,Brown seaweeds,AQUATIC PLANTS,0
[Dunaliella salina],Dunaliella salina,Aquatic plants,Green seaweeds,AQUATIC PLANTS,0
Fragile codium,Codium fragile,Aquatic plants,Green seaweeds,AQUATIC PLANTS,0
Green laver,Monostroma nitidum,Aquatic plants,Green seaweeds,AQUATIC PLANTS,0
Green seaweeds,Chlorophyceae,Aquatic plants,Green seaweeds,AQUATIC PLANTS,0
Lacy sea lettuce,Ulva pertusa,Aquatic plants,Green seaweeds,AQUATIC PLANTS,0
Sea lettuces nei,Ulva spp,Aquatic plants,Green seaweeds,AQUATIC PLANTS,0
Aquatic plants nei,Plantae aquaticae,Aquatic plants,Miscellaneous aquatic plants,AQUATIC PLANTS,0
Eel-grass,Zostera marina,Aquatic plants,Miscellaneous aquatic plants,AQUATIC PLANTS,0
Seaweeds nei,Algae,Aquatic plants,Miscellaneous aquatic plants,AQUATIC PLANTS,0
Spirulina nei,Spirulina spp,Aquatic plants,Miscellaneous aquatic plants,AQUATIC PLANTS,0
Tule nei,Scirpus spp,Aquatic plants,Miscellaneous aquatic plants,AQUATIC PLANTS,0
[Chondracanthus chamissoi],Chondracanthus chamissoi,Aquatic plants,Red seaweeds,AQUATIC PLANTS,0
[Gymnogongrus furcellatus],Gymnogongrus furcellatus,Aquatic plants,Red seaweeds,AQUATIC PLANTS,0
[Mazzaella laminarioides],Mazzaella laminarioides,Aquatic plants,Red seaweeds,AQUATIC PLANTS,0
Carragheen (Irish) moss,Chondrus crispus,Aquatic plants,Red seaweeds,AQUATIC PLANTS,0
Gelidium seaweeds,Gelidium spp,Aquatic plants,Red seaweeds,AQUATIC PLANTS,0
Giant kelps nei,Macrocystis,Aquatic plants,Red seaweeds,AQUATIC PLANTS,0
Gigartina seaweeds nei,Gigartinaceae,Aquatic plants,Red seaweeds,AQUATIC PLANTS,0
Gracilaria seaweeds,Gracilaria spp,Aquatic plants,Red seaweeds,AQUATIC PLANTS,0
Laver (Nori),Porphyra tenera,Aquatic plants,Red seaweeds,AQUATIC PLANTS,0
Leister,Sarcothalia crispata,Aquatic plants,Red seaweeds,AQUATIC PLANTS,0
Manifold callophyllis,Callophyllis variegata,Aquatic plants,Red seaweeds,AQUATIC PLANTS,0
Nori nei,Porphyra spp,Aquatic plants,Red seaweeds,AQUATIC PLANTS,0
Phyllophora nei,Phyllophora spp,Aquatic plants,Red seaweeds,AQUATIC PLANTS,0
Red seabroom,Digenea simplex,Aquatic plants,Red seaweeds,AQUATIC PLANTS,0
Red seaweeds,Rhodophyceae,Aquatic plants,Red seaweeds,AQUATIC PLANTS,0
Skottsberg's gigartina,Gigartina skottsbergii,Aquatic plants,Red seaweeds,AQUATIC PLANTS,0
Aka coral,Corallium japonicum,Miscellaneous aquatic animal products,Corals,MISCELLANEOUS AQUATIC ANIMAL PRODUCTS,0
Angel skin coral,Corallium secundum,Miscellaneous aquatic animal products,Corals,MISCELLANEOUS AQUATIC ANIMAL PRODUCTS,0
Black corals and thorny corals,Antipatharia,Miscellaneous aquatic animal products,Corals,MISCELLANEOUS AQUATIC ANIMAL PRODUCTS,0
Bubble gum coral,Paragorgia arborea,Miscellaneous aquatic animal products,Corals,MISCELLANEOUS AQUATIC ANIMAL PRODUCTS,0
Bushy hard coral,Goniocorella dumosa,Miscellaneous aquatic animal products,Corals,MISCELLANEOUS AQUATIC ANIMAL PRODUCTS,0
Cnidarians nei,Cnidaria,Miscellaneous aquatic animal products,Corals,MISCELLANEOUS AQUATIC ANIMAL PRODUCTS,0
Flabellum cup corals nei,Flabellum spp,Miscellaneous aquatic animal products,Corals,MISCELLANEOUS AQUATIC ANIMAL PRODUCTS,0
Gorgonians,Gorgoniidae,Miscellaneous aquatic animal products,Corals,MISCELLANEOUS AQUATIC ANIMAL PRODUCTS,0
"Hard corals, madrepores nei",Scleractinia,Miscellaneous aquatic animal products,Corals,MISCELLANEOUS AQUATIC ANIMAL PRODUCTS,0
Midway deep-sea coral,Corallium sp. nov.,Miscellaneous aquatic animal products,Corals,MISCELLANEOUS AQUATIC ANIMAL PRODUCTS,0
"Momo, boke magai, misu coral",Corallium elatius,Miscellaneous aquatic animal products,Corals,MISCELLANEOUS AQUATIC ANIMAL PRODUCTS,0
Sardinia coral,Corallium rubrum,Miscellaneous aquatic animal products,Corals,MISCELLANEOUS AQUATIC ANIMAL PRODUCTS,0
Sea anemones,Actiniaria,Miscellaneous aquatic animal products,Corals,MISCELLANEOUS AQUATIC ANIMAL PRODUCTS,0
Sea pens,Pennatulacea,Miscellaneous aquatic animal products,Corals,MISCELLANEOUS AQUATIC ANIMAL PRODUCTS,0
Sea plume,Pseudopterogorgia elisabethae,Miscellaneous aquatic animal products,Corals,MISCELLANEOUS AQUATIC ANIMAL PRODUCTS,0
"Shiro, white coral",Corallium konojoi,Miscellaneous aquatic animal products,Corals,MISCELLANEOUS AQUATIC ANIMAL PRODUCTS,0
Freshwater mussel shells,Ex Unionidae,Miscellaneous aquatic animal products,"Pearls, mother-of-pearl, shells",MISCELLANEOUS AQUATIC ANIMAL PRODUCTS,0
Marine shells nei,Ex Mollusca,Miscellaneous aquatic animal products,"Pearls, mother-of-pearl, shells",MISCELLANEOUS AQUATIC ANIMAL PRODUCTS,0
Pearl oyster shells nei,Ex Pinctada spp,Miscellaneous aquatic animal products,"Pearls, mother-of-pearl, shells",MISCELLANEOUS AQUATIC ANIMAL PRODUCTS,0
Trochus shells nei,Ex Trochus spp,Miscellaneous aquatic animal products,"Pearls, mother-of-pearl, shells",MISCELLANEOUS AQUATIC ANIMAL PRODUCTS,0
Turban shells nei,Ex Turbo spp,Miscellaneous aquatic animal products,"Pearls, mother-of-pearl, shells",MISCELLANEOUS AQUATIC ANIMAL PRODUCTS,0
Freshwater sponge,Spongilla spp,Miscellaneous aquatic animal products,Sponges,MISCELLANEOUS AQUATIC ANIMAL PRODUCTS,0
Glove sponge,Spongia graminea,Miscellaneous aquatic animal products,Sponges,MISCELLANEOUS AQUATIC ANIMAL PRODUCTS,0
Sheepswool sponge,Hippospongia lachne,Miscellaneous aquatic animal products,Sponges,MISCELLANEOUS AQUATIC ANIMAL PRODUCTS,0
Siliceous sponges,Demospongiae,Miscellaneous aquatic animal products,Sponges,MISCELLANEOUS AQUATIC ANIMAL PRODUCTS,0
Sponges,Spongiidae,Miscellaneous aquatic animal products,Sponges,MISCELLANEOUS AQUATIC ANIMAL PRODUCTS,0
Yellow sponge,Spongia barbara,Miscellaneous aquatic animal products,Sponges,MISCELLANEOUS AQUATIC ANIMAL PRODUCTS,0
American alligator,Alligator mississippiensis,NA,Crocodiles and alligators,MISCELLANEOUS AQUATIC ANIMALS,0
American crocodile,Crocodylus acutus,NA,Crocodiles and alligators,MISCELLANEOUS AQUATIC ANIMALS,0
Australian crocodile,Crocodylus porosus,NA,Crocodiles and alligators,MISCELLANEOUS AQUATIC ANIMALS,0
Black caiman,Melanosuchus niger,NA,Crocodiles and alligators,MISCELLANEOUS AQUATIC ANIMALS,0
Broad-nosed caiman,Caiman latirostris,NA,Crocodiles and alligators,MISCELLANEOUS AQUATIC ANIMALS,0
Cuban crocodile,Crocodylus rhombifer,NA,Crocodiles and alligators,MISCELLANEOUS AQUATIC ANIMALS,0
Cuvier's Dwarf caiman,Paleosuchus palpebrosus,NA,Crocodiles and alligators,MISCELLANEOUS AQUATIC ANIMALS,0
